@relation traffic 
@attribute srcIP {10.0.2.15,213.180.204.8,91.144.166.4,217.69.128.53,94.100.189.46,74.125.43.101,74.125.43.102,74.125.43.138,74.125.43.113,74.125.87.101,208.117.241.84,204.246.234.19,74.125.43.139,74.125.43.118,74.125.87.147}
@attribute dstIP {213.180.204.8,10.0.2.15,91.144.166.4,217.69.128.53,94.100.189.46,74.125.43.101,74.125.43.102,74.125.43.113,74.125.43.138,74.125.87.101,208.117.241.84,204.246.234.19,74.125.43.139,74.125.43.118,74.125.87.147}
@attribute length {98,86,151,74,60,54,1225,1444,76,92,612,1514,603,75,203,866,642,1438,737,113,742,70,627,1244,982,719,206,180,672,491,575,570,576,574,573,1030,218,587,328,361,1039,1430,295,468,432,228,926,1122,368,541,855,778,633,676,891,205,559,187,85,71,123,476,430,459,986,1482,136,1062,248,198,629,422,438,200,378,290,623,1204,886,1494,214,846,112,1026,325,481,495,493,72,117,374,486,376,330,662,373,97,474,1119,1099,1165,319,803,660,781,415,1125,1484,564,1290,622,901,492,464,436,396,751,1106,88}
@attribute protocol {ICMP,UDP,TCP}
@attribute srcCountry {@@,RU,DE,US}
@attribute dstCountry {RU,@@,DE,US}
@data
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,438,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
204.246.234.19,10.0.2.15,200,TCP,US,@@
10.0.2.15,204.246.234.19,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,378,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
74.125.43.139,10.0.2.15,290,TCP,US,@@
10.0.2.15,74.125.43.139,54,TCP,@@,US
74.125.87.101,10.0.2.15,623,TCP,US,@@
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1204,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
10.0.2.15,74.125.87.101,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,886,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,886,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,438,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,886,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,886,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,886,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1494,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,642,TCP,US,@@
208.117.241.84,10.0.2.15,886,TCP,US,@@
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,642,TCP,US,@@
208.117.241.84,10.0.2.15,886,TCP,US,@@
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,642,TCP,US,@@
208.117.241.84,10.0.2.15,214,TCP,US,@@
208.117.241.84,10.0.2.15,846,TCP,US,@@
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,112,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,1026,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,325,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
10.0.2.15,208.117.241.84,481,TCP,@@,US
208.117.241.84,10.0.2.15,60,TCP,US,@@
10.0.2.15,208.117.241.84,495,TCP,@@,US
208.117.241.84,10.0.2.15,60,TCP,US,@@
10.0.2.15,208.117.241.84,493,TCP,@@,US
208.117.241.84,10.0.2.15,60,TCP,US,@@
10.0.2.15,91.144.166.4,72,UDP,@@,RU
91.144.166.4,10.0.2.15,117,UDP,RU,@@
208.117.241.84,10.0.2.15,374,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
10.0.2.15,74.125.43.118,74,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,486,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
208.117.241.84,10.0.2.15,376,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1494,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,330,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,662,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,642,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,373,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,97,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,1514,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
208.117.241.84,10.0.2.15,474,TCP,US,@@
10.0.2.15,208.117.241.84,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,866,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1119,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,91.144.166.4,72,UDP,@@,RU
91.144.166.4,10.0.2.15,117,UDP,RU,@@
10.0.2.15,74.125.43.118,74,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,486,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,866,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1099,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,217.69.128.53,74,TCP,@@,DE
217.69.128.53,10.0.2.15,60,TCP,DE,@@
10.0.2.15,217.69.128.53,54,TCP,@@,DE
10.0.2.15,217.69.128.53,1165,TCP,@@,DE
217.69.128.53,10.0.2.15,60,TCP,DE,@@
217.69.128.53,10.0.2.15,319,TCP,DE,@@
10.0.2.15,217.69.128.53,54,TCP,@@,DE
217.69.128.53,10.0.2.15,60,TCP,DE,@@
10.0.2.15,217.69.128.53,54,TCP,@@,DE
217.69.128.53,10.0.2.15,60,TCP,DE,@@
10.0.2.15,74.125.87.101,803,TCP,@@,US
74.125.87.101,10.0.2.15,60,TCP,US,@@
74.125.87.101,10.0.2.15,660,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
10.0.2.15,74.125.87.101,781,TCP,@@,US
74.125.87.101,10.0.2.15,60,TCP,US,@@
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,642,TCP,US,@@
74.125.87.101,10.0.2.15,866,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,415,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
10.0.2.15,204.246.234.19,1125,TCP,@@,US
204.246.234.19,10.0.2.15,60,TCP,US,@@
74.125.87.101,10.0.2.15,1484,TCP,US,@@
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,642,TCP,US,@@
74.125.87.101,10.0.2.15,564,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
204.246.234.19,10.0.2.15,200,TCP,US,@@
10.0.2.15,204.246.234.19,54,TCP,@@,US
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
74.125.87.101,10.0.2.15,866,TCP,US,@@
74.125.87.101,10.0.2.15,1290,TCP,US,@@
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,642,TCP,US,@@
74.125.87.101,10.0.2.15,866,TCP,US,@@
74.125.87.101,10.0.2.15,1290,TCP,US,@@
74.125.87.101,10.0.2.15,622,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
10.0.2.15,74.125.87.101,54,TCP,@@,US
74.125.87.101,10.0.2.15,1514,TCP,US,@@
74.125.87.101,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
74.125.87.101,10.0.2.15,662,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
74.125.87.101,10.0.2.15,901,TCP,US,@@
10.0.2.15,74.125.87.101,54,TCP,@@,US
10.0.2.15,91.144.166.4,72,UDP,@@,RU
91.144.166.4,10.0.2.15,117,UDP,RU,@@
10.0.2.15,74.125.43.118,74,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,464,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,866,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1026,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,91.144.166.4,72,UDP,@@,RU
10.0.2.15,74.125.43.139,54,TCP,@@,US
74.125.43.139,10.0.2.15,60,TCP,US,@@
74.125.43.139,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.139,54,TCP,@@,US
91.144.166.4,10.0.2.15,117,UDP,RU,@@
10.0.2.15,74.125.43.118,74,TCP,@@,US
10.0.2.15,74.125.43.118,74,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,492,TCP,@@,US
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,436,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,396,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,751,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.87.147,54,TCP,@@,US
10.0.2.15,74.125.43.118,74,TCP,@@,US
74.125.87.147,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.87.147,10.0.2.15,60,TCP,US,@@
10.0.2.15,74.125.87.147,54,TCP,@@,US
10.0.2.15,74.125.43.118,492,TCP,@@,US
74.125.43.118,10.0.2.15,60,TCP,US,@@
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,642,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,866,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1106,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,1514,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
74.125.43.118,10.0.2.15,88,TCP,US,@@
10.0.2.15,74.125.43.118,54,TCP,@@,US
